"id","project_code","year_of_subsidy_sanct","state_name","state_code","district_name","district_code","agency","supported_by","beneficiary_name","project_address","current_status","project_cost","amount_sanct"
2666,"LKN 653","2007-08","Uttar Pradesh","9","Hardoi","150","NHB","Through NABARD","M/s Mallawan Cold Storage Pvt. Ltd. (Unit II)","Vill: Pasner, Sandi Road, Bilgram, District Hardoi","Completed",0.0,44.27
2667,"LKN 667","2007-08","Uttar Pradesh","9","Aligarh","119","NHB","Through NABARD","M/s Munni Lal Ice & Cold Storage (P) Ltd","Vill : Saharanpur, Aligarh","Completed",0.0,49.17
2668,"LKN 670","2007-08","Uttar Pradesh","9","Ghazipur","146","NHB","Through NABARD","M/s Purvanchal Pyaz Storage","Vill: Bhaksi, Post: Dildarnagar, Zamania, Ghazipur","Completed",0.0,11.13
2669,"LKN 675","2007-08","Uttar Pradesh","9","Kannauj","155","NHB","Through NABARD","Shakir Ali Cold Storage (P) Ltd","CSB Road, Saurikh, Kannauj","Completed",0.0,50.0
2670,"LKN 763","2007-08","Uttar Pradesh","9","Kannauj","155","NHB","Through NABARD","Sitaram Cold Storage","Nazrapur, Kannauj","Completed",0.0,12.83
2671,"LKN 642","2007-08","Uttar Pradesh","9","Shahjahanpur","180","NHB","Through NABARD","R. K. Cold Storage","Mishripur, Rosar Kothi, Dist: Shahjahanpur","Completed",0.0,22.32
2672,"LKN 643","2007-08","Uttar Pradesh","9","Rae Bareli","175","NHB","Through NABARD","Kacchawah Cold Storage (P) Ltd","Itoura Buzurg, Unchahar, Dist: Raebareli","Completed",0.0,50.0
2673,"LKN 645","2007-08","Uttar Pradesh","9","Agra","118","NHB","Through NABARD","Megh Singh Ice and Cold Storage (P) Ltd","Vill: Nadau, Jalesar Road, Dist: Agra","Completed",0.0,47.82
2674,"LKN 644","2007-08","Uttar Pradesh","9","Agra","118","NHB","Through NABARD","Raman Behari Ice and Cold Storage","Vill: Nadau, Jalesar Road, Dist: Agra","Completed",0.0,50.0
2675,"LKN 648","2007-08","Uttar Pradesh","9","Hathras","163","NHB","Through NABARD","Bholenath Sheetgreh (P) Ltd","Vill: Govindpur, Kanjauli, Dist: Hathras","Completed",0.0,50.0
2676,"LKN 647","2007-08","Uttar Pradesh","9","Kaushambi","158","NHB","Through NABARD","Maa Sharda Cold Storage","Samda, Manjhanpur, Dist: Kaushambi, 9838653679","Completed",0.0,47.19
2677,"LKN 646","2007-08","Uttar Pradesh","9","Agra","118","NHB","Through NABARD","Nataraj Ice and Cold Storage","E-18, Foundry Nagar, Agra","Completed",0.0,9.53
2678,"LKN 649","2007-08","Uttar Pradesh","9","Pilibhit","173","NHB","Through NABARD","Pilibhit Cold Storage","Jaswantari Road, Near Power House, Nakhasa, Pilibhit","Completed",0.0,6.34
2679,"LKN 650","2007-08","Uttar Pradesh","9","Rae Bareli","175","NHB","Through NABARD","Siddhi Vinayak Sheetgreh (P) Ltd","VillL Dubhan, Salon, Dist: Raebareli","Completed",0.0,47.76
2680,"LKN 819","2007-08","Uttar Pradesh","9","Ballia","126","NHB","Through NABARD","Surahaiya Cold Storage","Mauza Dharwar (Surahaiya) Post Sahatwar, Ballia","Completed",0.0,9.48
2681,"LKN 651","2007-08","Uttar Pradesh","9","Mathura","167","NHB","Through NABARD","M/s Robin Cold Storage","Mauza Saras, Sadabad Road, Raya, Dist: Mathura","Completed",0.0,43.41
2682,"09UP2007000085","2007-08","Uttar Pradesh","9","Basti","131","NHB","NHB","Suyash Cold Storage and Ice Factory","Village - Amoil, District Basti, P.O. Hathiyagarh (UP)","Completed",0.0,10.89
2683,"LKN 663","2007-08","Uttar Pradesh","9","Bijnor","132","NHB","Through NABARD","M/s Agarwal Ice & Cold Storage","Akbarabad Road, Kiratpur, Bijnor","Completed",0.0,31.06
2684,"LKN 669","2007-08","Uttar Pradesh","9","Mathura","167","NHB","Through NABARD","Behari Cold Storage Pvt. Ltd","Vill: Jataura, Mathura Sadabad Road, Po: Averani, Mathura","Completed",0.0,50.0
2685,"LKN 713","2007-08","Uttar Pradesh","9","Etawah","139","NHB","Through NABARD","Shabnam Cold Storage","Kanpur Road, Etawah","Completed",0.0,23.05
2686,"LKN 664","2007-08","Uttar Pradesh","9","Rae Bareli","175","NHB","Through NABARD","M/S Devendra Sheetgreh Pvt. Ltd","Vill: Manchitpur, Amawan, Tehsil: Maharajganj, Rae Bareli","Completed",0.0,50.0
2687,"LKN 708","2007-08","Uttar Pradesh","9","Etawah","139","NHB","Through NABARD","Tirupati Cold Storage","Mainpuri Road, Etawah","Completed",0.0,46.12
2688,"LKN 707","2007-08","Uttar Pradesh","9","Agra","118","NHB","Through NABARD","Mahalaxmi Sheetalaya","Gari Dariyab, Agra","Completed",0.0,50.0
2689,"LKN 668","2007-08","Uttar Pradesh","9","Hathras","163","NHB","Through NABARD","R B Sheetgrah Pvt Ltd","Vill & Post Koka, Hathras","Completed",0.0,50.0
2690,"LKN 671","2007-08","Uttar Pradesh","9","Agra","118","NHB","Through NABARD","Maya Devi Cold Storage","Village:Ujrai, Agra","Completed",0.0,50.0
2691,"LKN 666","2007-08","Uttar Pradesh","9","Bareilly","130","NHB","Through NABARD","M/s Allied Cold Storage & Ice Factory","Vill : Simra, Bareilly","Completed",0.0,48.47
2692,"LKN 672","2007-08","Uttar Pradesh","9","Agra","118","NHB","Through NABARD","Vaidya Ji Sheetgrah (P) Ltd","Vaidya Ji Farms, Agra","Completed",0.0,50.0
2693,"LKN 731","2007-08","Uttar Pradesh","9","Azamgarh","123","NHB","Through NABARD","Jai Bajrang Pyaz Sanrakshan kendra","Vill : Tiwaria Khurd, PO Khurasa, Dist: Azamgarh","Completed",0.0,1.3
2694,"LKN 686","2007-08","Uttar Pradesh","9","Hathras","163","NHB","Through NABARD","M/s Shree Ganga Sheetgrah (P) Ltd","Vill: Jogia, Iglas Road","Completed",0.0,49.38
2695,"LKN 681","2007-08","Uttar Pradesh","9","Agra","118","NHB","Through NABARD","M/s LD Agrotech (P) Ltd","Shamshabad-Fatehabad Road","Completed",0.0,50.0
2696,"LKN 704","2007-08","Uttar Pradesh","9","Aligarh","119","NHB","Through NABARD","Ram Pyari Cold Storage","Pinjari Nagari, Gonda Road,","Completed",0.0,48.95
2697,"LKN 676","2007-08","Uttar Pradesh","9","Hardoi","150","NHB","Through NABARD","Balaji Cold Storage Unit-1","Hardoi - Sahabad Road, Hardoi","Completed",0.0,48.32
2698,"LKN 698","2007-08","Uttar Pradesh","9","Agra","118","NHB","Through NABARD","Dhan Devi Cold Storage","Kh.No.93, Mauza Chausangi, Bhadrauli, Bah, Agra","Completed",0.0,49.93
2699,"LKN 682","2007-08","Uttar Pradesh","9","Agra","118","NHB","Through NABARD","M/s Bhudevi Cold Storage P Ltd.","Vill: Kundol","Completed",0.0,50.0
2700,"LKN 684","2007-08","Uttar Pradesh","9","Agra","118","NHB","Through NABARD","M/s R V P Cold Storage (P) Ltd","Vill: Bagal Ghusa","Completed",0.0,50.0
2701,"LKN 685","2007-08","Uttar Pradesh","9","Agra","118","NHB","Through NABARD","M/s Ramashish Sheetalaya Pvt Ltd","Vill: Gehnu","Completed",0.0,50.0
2702,"LKN 732","2007-08","Uttar Pradesh","9","Prayagraj","120","NHB","Through NABARD","Prasun Kumar Prashant Kumar Sheetgrah","Gohari Road, Phaphamau, Allahabad","Completed",0.0,37.93
2703,"LKN 735","2007-08","Uttar Pradesh","9","Mathura","167","NHB","Through NABARD","Hari Om Gautam Cold Storage & Ice Factory, Patloni, Mathura","Vill: Patloni, Mathura","Completed",0.0,50.0
2704,"LKN 703","2007-08","Uttar Pradesh","9","Kannauj","155","NHB","Through NABARD","Sheetal Sheetalaya","GT Road, Karmullapur, Sikandarpur","Completed",0.0,46.93
2705,"LKN 705","2007-08","Uttar Pradesh","9","Ghazipur","146","NHB","Through NABARD","Ramlal Cold Storage","Industrial Estate, Nawabganj","Completed",0.0,25.0
2706,"LKN 729","2007-08","Uttar Pradesh","9","Agra","118","NHB","Through NABARD","R M Pachauri Sheetgrah (P) Ltd","Village & PO Bah, Agra Road","Completed",0.0,50.0
2707,"LKN 701","2007-08","Uttar Pradesh","9","Agra","118","NHB","Through NABARD","Lalita Cold Storage","Khasra No.615, Madayana, Sikara, Fatehabad, Agra","Completed",0.0,45.55
2708,"LKN 693","2007-08","Uttar Pradesh","9","Kannauj","155","NHB","Through NABARD","Ziya Cold Storage","Mahmoodpur Khas, Gunwarpur Banwari, Chhibramau, Kannauj","Completed",0.0,50.0
2709,"LKN 689","2007-08","Uttar Pradesh","9","Agra","118","NHB","Through NABARD","Bhagbhan Devi Ice & Cold Storage","10.2, K.M.Stone, Tedi Bagaia, Jalesar Road, Agra","Completed",0.0,17.76
2710,"LKN 690","2007-08","Uttar Pradesh","9","Agra","118","NHB","Through NABARD","Raj Rajeshwari Maa Cold Storage","Kh No. 1183, Agra","Completed",0.0,50.0
2711,"LKN 692","2007-08","Uttar Pradesh","9","Agra","118","NHB","Through NABARD","S.J.Ice & Cold Storage","215, Siroli, Near Dhanoli Road, Agra","Completed",0.0,50.0
2712,"LKN 691","2007-08","Uttar Pradesh","9","Hathras","163","NHB","Through NABARD","Satya Shakti Cold Storage","Kh.No. 103, Vil.Gursauti, Tehsil Sadabad","Completed",0.0,50.0
2713,"LKN 702","2007-08","Uttar Pradesh","9","Agra","118","NHB","Through NABARD","Umapati Cold Storage","Kh.No.840, Mauza Bharapur, Fatehabad","Completed",0.0,50.0
2714,"LKN 696","2007-08","Uttar Pradesh","9","Agra","118","NHB","Through NABARD","Har Har Gange Cold Storage","Bharapur Road, Fatehabad, Agra","Completed",0.0,50.0
2715,"LKN 697","2007-08","Uttar Pradesh","9","Aligarh","119","NHB","Through NABARD","Jats Cold Storage","Mauza Beswan, Jahroli Mode, Tehsil Iglas, Aligarh","Completed",0.0,50.0
2716,"LKN 694","2007-08","Uttar Pradesh","9","Agra","118","NHB","Through NABARD","Ram Sheetgrah (P) Ltd","Kh.No.1320, 1321-Pili Pokhar, Hathras Road, Agra","Completed",0.0,50.0
2717,"LKN 695","2007-08","Uttar Pradesh","9","Ghazipur","146","NHB","Through NABARD","M/s Vimla Cold Storage","Sonahuliya (Bakuliapur)","Completed",0.0,48.42
2718,"LKN 715","2007-08","Uttar Pradesh","9","Agra","118","NHB","Through NABARD","Atul Ice & Cold Storage","Khasra No.635/4, Village Ram Nagar, Khandoli, Agra","Completed",0.0,50.0
2719,"LKN 709","2007-08","Uttar Pradesh","9","Agra","118","NHB","Through NABARD","Jai Kaila Devi Cold Storage & Ice Factory","Sikandra, Opp. Sabzi Mandi, Agra","Completed",0.0,8.1
2720,"LKN 710","2007-08","Uttar Pradesh","9","Firozabad","143","NHB","Through NABARD","Param Cold Storage","Village : Jajpur, Tehsil Tundla, Firozabad","Completed",0.0,50.0
2721,"LKN 712","2007-08","Uttar Pradesh","9","Agra","118","NHB","Through NABARD","K R Panwari Ice & Cold Storage","Khasra No. 132 K, Agra","Completed",0.0,50.0
2722,"LKN 711","2007-08","Uttar Pradesh","9","Agra","118","NHB","Through NABARD","Kamla Devi Jadon Cold Storage","Mauza Karondha, Agra","Completed",0.0,50.0
2723,"LKN 714","2007-08","Uttar Pradesh","9","Gorakhpur","148","NHB","Through NABARD","Mishra Cold Storage","Vill: Kuroli, Gorakhpur","Completed",0.0,3.81
2724,"LKN 726","2007-08","Uttar Pradesh","9","Ghazipur","146","NHB","Through NABARD","Naz Cold Storage","Ranipur, Post Noorpur, Ghazipur","Completed",0.0,50.0
2725,"LKN 725","2007-08","Uttar Pradesh","9","Aligarh","119","NHB","Through NABARD","Alka Ice and Cold Storage","Sujanpur, Khair, Aligarh","Completed",0.0,50.0
2726,"LKN 730","2007-08","Uttar Pradesh","9","Aligarh","119","NHB","Through NABARD","Munni Lal Ice & Cold Storage (P) Ltd (Unit II)","Village : Saharanpur, Village : Saharanpur, Aligarh","Completed",0.0,47.73
2727,"LKN 724","2007-08","Uttar Pradesh","9","Agra","118","NHB","Through NABARD","Shivang Sheetgrah (P) Ltd","Khasra No.1826,2035,2032,2034,2036, Mauza Poiya, Nagla Asha, Nandlalpur, Etmadpur","Completed",0.0,50.0
2728,"LKN 742","2007-08","Uttar Pradesh","9","Aligarh","119","NHB","Through NABARD","BB Das Ice & Cold Storage (P) Ltd","Sahara Kalan, Iglas Road, Aligarh","Completed",0.0,50.0
2729,"LKN 719","2007-08","Uttar Pradesh","9","Aligarh","119","NHB","Through NABARD","Mahadev Cold Storage","Mohkam Bawa, Jullupur Sihore, Kol, Aligarh","Completed",0.0,48.42
2730,"LKN 720","2007-08","Uttar Pradesh","9","Agra","118","NHB","Through NABARD","Om Shanti Cold Storage","Kh No. 305, Mohalla Tola, Agra","Completed",0.0,50.0
2731,"LKN 716","2007-08","Uttar Pradesh","9","Firozabad","143","NHB","Through NABARD","PMV Cold Storage (P) Ltd","Chulhavali Firozabad","Completed",0.0,45.87
2732,"LKN 721","2007-08","Uttar Pradesh","9","Agra","118","NHB","Through NABARD","Krishna Sheetgrah","Gata No.64-66, Mauza Kripalpura, Fatehabad, Agra","Completed",0.0,50.0
2733,"LKN 722","2007-08","Uttar Pradesh","9","Mathura","167","NHB","Through NABARD","Om Sheetgrah","Khasra No.269/270, Mathura Road, Sadabad","Completed",0.0,50.0
2734,"LKN 723","2007-08","Uttar Pradesh","9","Kaushambi","158","NHB","Through NABARD","Sai Kripa Cold Storage & Ice Factory","Gram-Dhanni, Kaushambhi","Completed",0.0,50.0
2735,"LKN 728","2007-08","Uttar Pradesh","9","Etawah","139","NHB","Through NABARD","Gomti Cold Storage","Kachora Rd, Etawah","Completed",0.0,49.87
2736,"LKN 717","2007-08","Uttar Pradesh","9","Hathras","163","NHB","Through NABARD","Bhadotiya Sheet Grah","Nagla Maiya, Sadabad","Completed",0.0,50.0
2737,"LKN 718","2007-08","Uttar Pradesh","9","Hathras","163","NHB","Through NABARD","Bhagirathi Dhaam Sheet Grah (P) Ltd","Bansvitta, Karkauli, Sadabad","Completed",0.0,50.0
2738,"LKN 727","2007-08","Uttar Pradesh","9","Hathras","163","NHB","Through NABARD","Shree Jee Ice and Cold Storage","Bidhipur, Sadabad-Mathura Road, Hathras","Completed",0.0,50.0
2739,"LKN 738","2007-08","Uttar Pradesh","9","Kanpur Dehat","156","NHB","Through NABARD","VN Cold Storage","Vill Sikandra, Kanpur Dehat","Completed",0.0,40.82
2740,"LKN 737","2007-08","Uttar Pradesh","9","Agra","118","NHB","Through NABARD","Nandishwar Ice & Cold Storage (P) Ltd (Unit II)","Ujarai Parav, Blok - Khandauli, Tehsil - Etmadpur, Agra","Completed",0.0,49.5
2741,"LKN 734","2007-08","Uttar Pradesh","9","Agra","118","NHB","Through NABARD","Shree Fateh Ram Sharma Sheetgrah (P) Ltd","Village: Bichola, Fatehabad, Agra","Completed",0.0,50.0
2742,"LKN 736","2007-08","Uttar Pradesh","9","Agra","118","NHB","Through NABARD","Shushila Ice & Cold Storage (P) Ltd","Nandlapur, Agra","Completed",0.0,50.0
2743,"LKN 741","2007-08","Uttar Pradesh","9","Etawah","139","NHB","Through NABARD","Babu Jagdish Singh Cold Storage P Ltd","Vill Dhaulpur, Jaswant Nagar, Etawah","Completed",0.0,40.46
2744,"LKN 739","2007-08","Uttar Pradesh","9","Hathras","163","NHB","Through NABARD","Giriraj Sheetgrah (P) Ltd","Vill: Sahapau, Hathras","Completed",0.0,50.0
2745,"LKN 740","2007-08","Uttar Pradesh","9","Ghazipur","146","NHB","Through NABARD","Shree Rangjee Cold Storage","Adarsh Gav, Kaya-Kot, Ghazipur","Completed",0.0,46.43
2746,"LKN 733","2007-08","Uttar Pradesh","9","Kanpur Dehat","156","NHB","Through NABARD","Maa Sharada Cold Storage & Ice Factory.","Vill Kishanpur, Derapur Road, Kanpur Dehat","Completed",0.0,50.0
2747,"LKN 743","2007-08","Uttar Pradesh","9","Azamgarh","123","NHB","Through NABARD","Brijvasi Onion Storage","Itaura, PO Chandeshwar, Azamgarh","Completed",0.0,2.01
2748,"LKN 749","2007-08","Uttar Pradesh","9","Agra","118","NHB","Through NABARD","Chaudhary Ravindra Pal Singh Sheetgrah Pvt. Ltd","Vill: Jarar, Bah, Agra","Completed",0.0,50.0
2749,"LKN 748","2007-08","Uttar Pradesh","9","Hathras","163","NHB","Through NABARD","Devraha Baba Ice & Cold Storage Pvt. Ltd","Vill: Ramchela (kajrothi), Hathras","Completed",0.0,50.0
2750,"LKN 750","2007-08","Uttar Pradesh","9","Firozabad","143","NHB","Through NABARD","Maharani Kamla Ice & Cold Storage (P) Ltd.","Vill: Saray, Lukman, Araon Road, Sirsaganj","Completed",0.0,35.18
2751,"LKN 751","2007-08","Uttar Pradesh","9","Etawah","139","NHB","Through NABARD","Prateek Sheetgrah Pvt Ltd.","Vill Fulrai, Etawah Road, Jaswant Nagar","Completed",0.0,48.75
2752,"LKN 753","2007-08","Uttar Pradesh","9","Agra","118","NHB","Through NABARD","Shri Balaji Cold Storage","Naglajar, Vill: Poiya, Agra","Completed",0.0,50.0
2753,"LKN 752","2007-08","Uttar Pradesh","9","Etawah","139","NHB","Through NABARD","Rahul Sheetgrah Pvt Ltd","Vill Fulrai, Etawah Road, Jaswant Nagar","Completed",0.0,48.34
2754,"LKN 754","2007-08","Uttar Pradesh","9","Aligarh","119","NHB","Through NABARD","Sanjay Ice & Preservation (India) Pvt. Ltd","Somna Road, Aligarh","Completed",0.0,50.0
2755,"LKN 755","2007-08","Uttar Pradesh","9","Firozabad","143","NHB","Through NABARD","Ashirwad Sheetgrah (P) Ltd","Village: Mohamadabad, Tundla, Firozabad","Completed",0.0,50.0
2756,"LKN 757","2007-08","Uttar Pradesh","9","Firozabad","143","NHB","Through NABARD","Ninhu Ram Cold Storage P Ltd","Vill Ajmabad Aaron, Mainpuri Road, Shikhohabad","Completed",0.0,48.79
2757,"LKN 756","2007-08","Uttar Pradesh","9","Firozabad","143","NHB","Through NABARD","Satyadeo Sheetgrah P Ltd","Vill Kanthri, Mainpuri Road, Shikhohabad","Completed",0.0,48.39
2758,"LKN 759","2007-08","Uttar Pradesh","9","Mathura","167","NHB","Through NABARD","Laxmi Ice & Cold Storage","Village: Hatkauli, Tehsil & District: Mathura","Completed",0.0,50.0
2759,"LKN 760","2007-08","Uttar Pradesh","9","Agra","118","NHB","Through NABARD","Madhur Cold Storage (P) Ltd","Mauza Dharera, Tehsil: Etmadpur, Agra","Completed",0.0,50.0
2760,"LKN 761","2007-08","Uttar Pradesh","9","Agra","118","NHB","Through NABARD","Shree Durga Ice & Cold Storage","Khasra No.256/2, Mauza Dugarwala, Tehsil: Kheragarh, Agra","Completed",0.0,50.0
2761,"LKN 758","2007-08","Uttar Pradesh","9","Firozabad","143","NHB","Through NABARD","Shree Jai Shiv Sheetalaya (P) Ltd","Vill Kanthri, Mainpuri Road, Shikhohabad","Completed",0.0,48.89
2762,"LKN 765","2007-08","Uttar Pradesh","9","Agra","118","NHB","Through NABARD","Shree Shyamji Ice & Cold Storage","Mauza Achnera, Kirawali Road, Agra","Completed",0.0,28.07
2763,"LKN 767","2007-08","Uttar Pradesh","9","Etah","138","NHB","Through NABARD","Pukhraj Cold Chain (P) Ltd","Khasra No.1691 & 1692, Mauza Awagarh, Jalesar, Etah","Completed",0.0,50.0
2764,"LKN 766","2007-08","Uttar Pradesh","9","Prayagraj","120","NHB","Through NABARD","Shiv Shakti Cold Storage & Ice Factory","Vill Amepur, PO Girdh Kot, Handia","Completed",0.0,49.55
2765,"LKN 768","2007-08","Uttar Pradesh","9","Agra","118","NHB","Through NABARD","Bhagwati Cold Storage","Khasra No. 1091 & 1092, Nandlalpur, Hathras Road, Agra","Completed",0.0,41.06
2766,"LKN 769","2007-08","Uttar Pradesh","9","Hathras","163","NHB","Through NABARD","Rajwati Paurush Sheetgrah (P) Ltd","Vill & PO Jogia, Hathras","Completed",0.0,50.0
2767,"LKN 774","2007-08","Uttar Pradesh","9","Mainpuri","166","NHB","Through NABARD","Balaji Sheetgrah (P) Ltd","Vill: Aroni, Agra Rd, Teh: Shikohabad, Mainpuri","Completed",0.0,42.37
2768,"LKN 771","2007-08","Uttar Pradesh","9","Agra","118","NHB","Through NABARD","Maa Kaila Devi Sheetgrah (P) Ltd","Village: Kukthari, Pinahat, Agra","Completed",0.0,47.51
2769,"LKN 770","2007-08","Uttar Pradesh","9","Aligarh","119","NHB","Through NABARD","Bawa Ice & Cold Storage (P) Ltd","GT Road, Paneethi, Aligarh","Completed",0.0,17.21
2770,"LKN 805","2007-08","Uttar Pradesh","9","Firozabad","143","NHB","Through NABARD","Farsaiya Cold Storage & Agro Services","Vill Kabirpur, Aaron Road, Sirsaganj, Shikohabad","Completed",0.0,40.11
2771,"LKN 773","2007-08","Uttar Pradesh","9","Aligarh","119","NHB","Through NABARD","Maa Bhagwati Ice & Cold Storage","Navanagar, Iglas Road, Aligarh","Completed",0.0,50.0
2772,"LKN 772","2007-08","Uttar Pradesh","9","Agra","118","NHB","Through NABARD","Shree Krishna Gopal Ice & Cold Storage","Khandoli Agra","Completed",0.0,39.59
2773,"LKN 804","2007-08","Uttar Pradesh","9","Firozabad","143","NHB","Through NABARD","Singh Vahini Cold Storage Pvt Ltd","Vill Kataura Bujurg, Shikhohabad","Completed",0.0,38.56
2774,"LKN 775","2007-08","Uttar Pradesh","9","Hathras","163","NHB","Through NABARD","Kanha Ice & Cold Storage","Bijahari, Agra Road, Hathras","Completed",0.0,50.0
2775,"LKN 806","2007-08","Uttar Pradesh","9","Azamgarh","123","NHB","Through NABARD","Krishna Onion Storage","Bilarmau, Rajaanj, Azamgarh","Completed",0.0,2.02
2776,"LKN 787","2007-08","Uttar Pradesh","9","Azamgarh","123","NHB","Through NABARD","Anil Kumar (Onion)","Vill Hajipur, PO Ambari, Block Pawai","Completed",0.0,1.27
2777,"LKN 777","2007-08","Uttar Pradesh","9","Agra","118","NHB","Through NABARD","SB Sheetgrah (P) Ltd","Mauza Mohamadpur, Agra Mathura Road, Agra","Completed",0.0,31.97
2778,"LKN 786","2007-08","Uttar Pradesh","9","Azamgarh","123","NHB","Through NABARD","Shree Neeraj & Dheeraj Pyaz Bhandar","Vill Madhmapur, PO Bilariganj, Azamgarh","Completed",0.0,2.03
2779,"LKN 776","2007-08","Uttar Pradesh","9","Aligarh","119","NHB","Through NABARD","Vaibhav Laxmi Chilling Plant & Preservatives (P) Ltd","Khair Aligarh","Completed",0.0,50.0
2780,"LKN 781","2007-08","Uttar Pradesh","9","Firozabad","143","NHB","Through NABARD","Gangadhar Sheetgrah","Vill Tondsi, Sarai Muralidhar, Tehsil Shikhohabad","Completed",0.0,47.97
2781,"LKN 780","2007-08","Uttar Pradesh","9","Firozabad","143","NHB","Through NABARD","LP Sheetgrah Pvt Ltd","Vill Kabirpur, Araon Road, Sirsaganj, Shikhohabad","Completed",0.0,39.26
2782,"LKN 782","2007-08","Uttar Pradesh","9","Mainpuri","166","NHB","Through NABARD","Maa Vaishno Sheetgrah","Vill Gotpur, Karhal","Completed",0.0,39.59
